state,year,crop,rainfall_mm,avg_temp_c,min_temp_c,max_temp_c,humidity_pct,solar_radiation,nitrogen_n,phosphorus_p,potassium_k,soil_ph,fertilizer_kg_ha,pesticide_kg_ha,area_harvested_ha,yield_kg_ha,source
Oyo,2022,"Cassava, fresh",2188.72,25.01,21.57,29.19,85.48,16.65,52.2,30.0,22.9,6.03,94.7,2.49,232322.72,7315.71,Nigeria_Synthesized_FAO_NASA
Plateau,2022,"Cassava, fresh",4912.41,21.6,16.62,27.93,66.17,18.96,49.8,30.6,26.6,6.11,94.2,5.68,270661.4,7029.35,Nigeria_Synthesized_FAO_NASA
Rivers,2022,"Cassava, fresh",2252.03,25.81,22.77,29.66,87.1,15.13,53.0,31.0,26.8,6.43,96.7,7.44,333119.79,7372.96,Nigeria_Synthesized_FAO_NASA
Sokoto,2022,"Cassava, fresh",1156.6,26.01,20.22,32.86,54.85,21.23,51.2,31.5,23.3,6.44,109.7,2.19,300791.62,5893.89,Nigeria_Synthesized_FAO_NASA
Taraba,2022,"Cassava, fresh",1228.08,25.86,20.77,31.75,65.52,19.13,48.4,31.5,23.3,6.4,106.6,5.3,211005.51,6353.11,Nigeria_Synthesized_FAO_NASA
Yobe,2022,"Cassava, fresh",893.85,26.19,20.1,33.36,49.44,21.16,51.2,32.9,25.7,6.05,90.7,5.51,236766.55,4089.35,Nigeria_Synthesized_FAO_NASA
Zamfara,2022,"Cassava, fresh",1059.55,24.33,18.79,31.18,58.41,20.65,52.6,30.2,27.3,6.1,90.6,8.06,207440.38,5184.28,Nigeria_Synthesized_FAO_NASA
Abia,2023,"Cassava, fresh",1475.58,26.0,22.97,29.78,85.98,16.51,51.9,27.4,24.0,6.33,45.4,5.78,345527.8,6920.44,Nigeria_Synthesized_FAO_NASA
Adamawa,2023,"Cassava, fresh",519.27,29.06,23.09,35.71,48.82,20.47,45.5,32.2,27.4,6.49,100.0,2.85,293578.95,3968.88,Nigeria_Synthesized_FAO_NASA
Akwa Ibom,2023,"Cassava, fresh",2436.57,26.42,24.01,29.57,87.24,16.51,45.2,28.9,24.9,6.37,94.7,4.9,195642.46,8241.83,Nigeria_Synthesized_FAO_NASA
Anambra,2023,"Cassava, fresh",1615.95,26.03,22.88,29.77,84.86,17.37,49.3,29.7,23.3,6.38,95.5,3.44,355364.66,7537.27,Nigeria_Synthesized_FAO_NASA
Bauchi,2023,"Cassava, fresh",697.86,26.4,20.3,33.58,51.79,20.63,51.5,28.6,27.3,5.98,74.6,8.13,303364.54,3974.6,Nigeria_Synthesized_FAO_NASA
Bayelsa,2023,"Cassava, fresh",1814.82,26.3,23.77,29.56,87.72,15.29,49.0,28.6,27.4,6.14,111.5,3.49,296471.15,7784.49,Nigeria_Synthesized_FAO_NASA
Benue,2023,"Cassava, fresh",944.03,26.63,22.48,31.5,74.24,18.47,51.5,29.2,26.8,6.18,117.5,3.21,196717.72,4599.05,Nigeria_Synthesized_FAO_NASA
Borno,2023,"Cassava, fresh",343.14,29.63,22.82,37.31,35.78,20.81,52.7,32.1,26.3,6.28,50.5,2.21,319146.87,4230.69,Nigeria_Synthesized_FAO_NASA
Cross River,2023,"Cassava, fresh",2436.57,26.42,24.01,29.57,87.24,15.23,53.0,29.9,23.1,5.97,94.8,4.8,292878.47,8447.72,Nigeria_Synthesized_FAO_NASA
Delta,2023,"Cassava, fresh",1615.95,26.03,22.88,29.77,84.86,16.79,45.6,30.5,23.8,6.38,64.8,4.96,272340.25,7445.8,Nigeria_Synthesized_FAO_NASA
Ebonyi,2023,"Cassava, fresh",798.23,27.26,23.22,32.34,75.35,17.86,48.9,29.9,25.5,6.07,95.6,7.59,203502.62,3967.17,Nigeria_Synthesized_FAO_NASA
Edo,2023,"Cassava, fresh",1676.66,25.77,22.82,29.43,87.56,16.33,49.8,27.6,23.7,6.5,51.4,5.24,198111.19,8105.06,Nigeria_Synthesized_FAO_NASA
Ekiti,2023,"Cassava, fresh",2169.85,24.73,21.45,28.77,85.2,17.29,50.6,27.1,24.1,6.21,47.0,4.28,306972.02,7648.3,Nigeria_Synthesized_FAO_NASA
Enugu,2023,"Cassava, fresh",1108.57,26.27,22.56,30.82,79.47,17.37,49.0,27.8,25.3,6.32,104.0,3.3,204509.63,5180.5,Nigeria_Synthesized_FAO_NASA
FCT Abuja,2023,"Cassava, fresh",1030.73,25.93,21.23,31.83,70.09,19.26,51.4,31.2,22.7,6.47,44.2,5.52,208777.92,4877.19,Nigeria_Synthesized_FAO_NASA
Gombe,2023,"Cassava, fresh",862.01,27.1,21.19,33.91,53.37,20.53,52.1,31.8,24.2,6.4,46.4,7.82,334645.86,4586.0,Nigeria_Synthesized_FAO_NASA
Imo,2023,"Cassava, fresh",1777.67,26.17,23.15,29.88,86.12,16.51,49.5,30.9,25.1,6.34,46.5,2.39,325831.28,7914.17,Nigeria_Synthesized_FAO_NASA
Jigawa,2023,"Cassava, fresh",423.99,28.08,21.04,36.39,38.64,20.91,53.7,28.3,27.4,6.1,54.6,7.13,217806.9,4026.93,Nigeria_Synthesized_FAO_NASA
Kaduna,2023,"Cassava, fresh",2465.41,24.0,18.96,30.15,67.86,20.1,50.6,31.3,23.6,6.51,118.0,6.23,273424.38,7516.12,Nigeria_Synthesized_FAO_NASA
Kano,2023,"Cassava, fresh",404.08,27.34,20.3,35.93,42.1,21.23,45.7,27.2,23.8,6.18,109.5,6.73,303320.02,4086.65,Nigeria_Synthesized_FAO_NASA
Katsina,2023,"Cassava, fresh",982.9,26.58,20.38,33.43,45.93,20.87,48.5,29.2,27.4,5.91,109.4,5.76,261484.29,5205.77,Nigeria_Synthesized_FAO_NASA
Kebbi,2023,"Cassava, fresh",730.22,28.19,22.1,35.52,49.11,21.05,49.9,32.2,27.0,6.15,62.1,5.85,310715.31,4141.35,Nigeria_Synthesized_FAO_NASA
Kogi,2023,"Cassava, fresh",1484.52,26.48,22.44,31.06,77.19,17.79,51.2,30.8,26.2,5.97,97.3,7.91,226202.05,8043.46,Nigeria_Synthesized_FAO_NASA
Kwara,2023,"Cassava, fresh",1579.72,25.6,21.52,30.56,78.01,18.12,54.7,28.1,26.8,6.2,59.8,7.66,230616.81,7321.14,Nigeria_Synthesized_FAO_NASA
Lagos,2023,"Cassava, fresh",1725.77,26.85,25.11,28.99,85.4,16.75,48.6,30.6,23.3,6.13,117.6,3.68,276154.19,7948.51,Nigeria_Synthesized_FAO_NASA
Nasarawa,2023,"Cassava, fresh",792.72,27.73,23.06,33.55,63.92,18.98,52.7,27.8,27.3,6.17,58.9,2.48,245011.24,4348.67,Nigeria_Synthesized_FAO_NASA
Niger,2023,"Cassava, fresh",980.38,27.13,22.06,32.82,68.69,18.85,48.4,32.0,24.7,6.04,89.4,6.59,276968.23,4775.94,Nigeria_Synthesized_FAO_NASA
Ogun,2023,"Cassava, fresh",1751.53,26.09,23.04,29.88,86.48,16.84,45.4,31.4,25.8,6.18,107.5,7.24,219133.0,7417.63,Nigeria_Synthesized_FAO_NASA
Ondo,2023,"Cassava, fresh",2169.85,24.73,21.45,28.77,85.2,17.29,47.1,27.7,23.8,5.93,82.5,8.09,334202.79,7608.9,Nigeria_Synthesized_FAO_NASA
Osun,2023,"Cassava, fresh",2201.65,25.06,21.5,29.39,83.52,16.78,49.5,32.6,24.1,6.2,43.3,2.96,211658.9,7027.0,Nigeria_Synthesized_FAO_NASA
Oyo,2023,"Cassava, fresh",2213.93,25.55,22.23,29.59,86.03,16.84,45.0,32.7,25.7,6.43,76.4,5.35,350108.27,8304.42,Nigeria_Synthesized_FAO_NASA
Plateau,2023,"Cassava, fresh",2848.18,23.43,18.07,30.06,59.1,19.25,46.4,27.2,24.0,6.33,56.1,6.38,301125.22,7179.41,Nigeria_Synthesized_FAO_NASA
Rivers,2023,"Cassava, fresh",1891.07,26.21,23.36,29.86,87.72,14.97,51.7,29.7,26.8,6.0,95.4,7.45,207026.03,8455.29,Nigeria_Synthesized_FAO_NASA
Sokoto,2023,"Cassava, fresh",789.78,27.79,21.68,34.73,47.25,21.37,50.0,30.7,26.8,6.24,42.4,8.05,303815.97,4535.71,Nigeria_Synthesized_FAO_NASA
Taraba,2023,"Cassava, fresh",410.16,28.57,22.82,35.08,53.6,19.38,47.2,31.0,24.5,6.29,48.5,6.28,302709.92,4258.31,Nigeria_Synthesized_FAO_NASA
Yobe,2023,"Cassava, fresh",406.07,28.53,21.87,36.21,40.3,21.27,54.8,29.4,26.9,6.38,85.4,6.8,199522.47,4468.86,Nigeria_Synthesized_FAO_NASA
Zamfara,2023,"Cassava, fresh",540.96,26.93,20.75,34.3,46.38,21.09,48.3,31.0,26.5,6.36,103.8,4.83,257977.44,4590.29,Nigeria_Synthesized_FAO_NASA
Abia,2024,"Cassava, fresh",1371.1,26.26,22.98,30.44,83.64,16.73,50.4,27.0,24.1,6.12,71.7,6.52,223760.68,6856.94,Nigeria_Synthesized_FAO_NASA
Adamawa,2024,"Cassava, fresh",935.61,28.37,22.56,34.94,52.06,20.19,47.4,29.2,23.6,5.94,88.3,6.34,280877.25,4288.68,Nigeria_Synthesized_FAO_NASA
Akwa Ibom,2024,"Cassava, fresh",1887.73,26.7,24.02,30.21,85.14,16.73,48.8,32.2,25.1,6.19,42.1,4.22,283450.73,7668.17,Nigeria_Synthesized_FAO_NASA
Anambra,2024,"Cassava, fresh",1360.79,26.34,22.94,30.45,82.05,17.55,50.8,30.2,25.5,6.36,105.0,6.67,272205.76,6367.5,Nigeria_Synthesized_FAO_NASA
Bauchi,2024,"Cassava, fresh",1109.06,26.3,20.35,33.25,52.28,20.55,47.0,27.0,25.7,6.45,59.5,8.03,206029.11,5669.69,Nigeria_Synthesized_FAO_NASA
Bayelsa,2024,"Cassava, fresh",1913.76,26.75,24.06,30.28,85.78,15.55,48.5,27.6,24.9,6.05,62.8,4.0,365337.66,7005.51,Nigeria_Synthesized_FAO_NASA
Benue,2024,"Cassava, fresh",1021.39,27.15,22.6,32.57,67.47,18.62,48.1,30.7,26.1,6.06,73.1,2.79,296607.68,5188.76,Nigeria_Synthesized_FAO_NASA
Borno,2024,"Cassava, fresh",583.5,28.57,22.0,36.05,40.59,20.7,46.8,30.2,26.0,5.96,85.4,3.67,321290.94,3697.04,Nigeria_Synthesized_FAO_NASA
Cross River,2024,"Cassava, fresh",1887.73,26.7,24.02,30.21,85.14,15.26,53.1,30.3,22.7,6.28,116.1,5.91,286937.28,8081.63,Nigeria_Synthesized_FAO_NASA
Delta,2024,"Cassava, fresh",1360.79,26.34,22.94,30.45,82.05,16.99,47.3,28.3,25.6,6.14,107.2,7.85,356603.79,6823.49,Nigeria_Synthesized_FAO_NASA
Ebonyi,2024,"Cassava, fresh",905.76,27.86,23.42,33.37,68.7,18.04,52.8,28.6,26.6,6.15,93.4,2.62,244045.66,4193.95,Nigeria_Synthesized_FAO_NASA
Edo,2024,"Cassava, fresh",1389.25,26.08,22.92,30.06,85.46,16.41,50.9,28.0,26.2,6.42,57.3,2.62,281411.76,6705.28,Nigeria_Synthesized_FAO_NASA
Ekiti,2024,"Cassava, fresh",1380.98,25.04,21.44,29.48,81.98,17.4,51.1,30.3,23.7,6.13,87.6,5.23,314484.22,5843.97,Nigeria_Synthesized_FAO_NASA
Enugu,2024,"Cassava, fresh",980.36,26.81,22.68,31.9,73.62,17.55,52.0,29.4,24.6,6.33,95.4,8.44,226582.86,5114.57,Nigeria_Synthesized_FAO_NASA
FCT Abuja,2024,"Cassava, fresh",1182.97,26.46,21.44,32.59,64.55,18.82,52.2,30.5,23.9,5.94,46.9,7.81,220961.33,5327.56,Nigeria_Synthesized_FAO_NASA
Gombe,2024,"Cassava, fresh",1511.27,26.9,21.14,33.62,54.02,20.46,47.3,29.1,22.8,6.21,45.4,7.2,259086.37,6971.86,Nigeria_Synthesized_FAO_NASA
Imo,2024,"Cassava, fresh",1626.91,26.48,23.28,30.5,84.2,16.73,53.8,30.9,25.2,6.09,66.6,6.35,296755.58,7155.76,Nigeria_Synthesized_FAO_NASA
Jigawa,2024,"Cassava, fresh",1025.51,26.63,20.09,34.46,47.2,20.69,50.6,31.4,24.8,5.93,85.0,8.22,317938.79,5326.08,Nigeria_Synthesized_FAO_NASA
Kaduna,2024,"Cassava, fresh",1925.09,24.21,19.05,30.7,65.0,19.62,47.0,30.2,23.0,6.17,100.5,4.26,322836.21,6595.71,Nigeria_Synthesized_FAO_NASA
Kano,2024,"Cassava, fresh",1009.62,26.18,19.59,34.33,48.56,20.93,54.3,28.4,24.5,5.98,119.4,8.03,341170.9,4919.49,Nigeria_Synthesized_FAO_NASA
Katsina,2024,"Cassava, fresh",1294.93,25.85,19.99,32.56,50.33,20.6,50.2,30.7,22.9,6.36,50.2,7.37,349270.76,6124.0,Nigeria_Synthesized_FAO_NASA
Kebbi,2024,"Cassava, fresh",2228.6,27.02,21.27,34.01,56.38,20.48,45.4,28.8,23.8,6.11,47.0,8.09,326094.67,7930.5,Nigeria_Synthesized_FAO_NASA
Kogi,2024,"Cassava, fresh",918.5,27.23,22.62,32.55,69.54,17.95,49.0,29.7,25.5,6.21,113.6,5.23,255983.11,4477.79,Nigeria_Synthesized_FAO_NASA
Kwara,2024,"Cassava, fresh",1259.82,25.8,21.29,31.26,74.74,18.15,47.1,32.6,23.1,6.4,70.4,7.71,350903.78,6376.37,Nigeria_Synthesized_FAO_NASA
Lagos,2024,"Cassava, fresh",1382.65,27.05,25.19,29.33,84.49,16.86,52.9,28.8,22.9,6.14,53.9,6.52,342992.36,7115.08,Nigeria_Synthesized_FAO_NASA
Nasarawa,2024,"Cassava, fresh",1082.75,28.0,23.22,33.88,60.44,18.97,51.4,31.9,23.2,6.42,113.8,5.17,372496.98,4985.87,Nigeria_Synthesized_FAO_NASA
Niger,2024,"Cassava, fresh",926.85,27.69,22.24,33.83,63.71,18.72,46.7,30.0,24.5,5.98,69.4,2.44,335843.22,4492.78,Nigeria_Synthesized_FAO_NASA
Ogun,2024,"Cassava, fresh",1383.59,26.28,23.01,30.33,84.74,16.62,54.6,30.3,27.3,6.16,64.9,5.29,226361.43,6088.72,Nigeria_Synthesized_FAO_NASA
Ondo,2024,"Cassava, fresh",1380.98,25.04,21.44,29.48,81.98,17.4,51.4,28.3,25.6,6.29,52.2,2.4,221231.72,6264.9,Nigeria_Synthesized_FAO_NASA
Osun,2024,"Cassava, fresh",1552.21,25.25,21.3,29.96,80.5,16.59,45.6,33.0,22.8,6.32,118.7,3.55,282808.49,7479.67,Nigeria_Synthesized_FAO_NASA
Oyo,2024,"Cassava, fresh",1674.52,25.69,22.07,30.01,84.02,16.62,48.0,27.6,26.0,5.93,80.8,8.48,223965.14,6876.73,Nigeria_Synthesized_FAO_NASA
Plateau,2024,"Cassava, fresh",1740.79,23.31,17.86,30.2,58.55,18.87,48.1,30.7,25.1,6.15,50.5,7.76,309832.59,7091.34,Nigeria_Synthesized_FAO_NASA
Rivers,2024,"Cassava, fresh",1796.83,26.6,23.57,30.6,85.73,15.17,48.7,29.5,26.6,6.34,101.5,2.07,236699.62,7441.27,Nigeria_Synthesized_FAO_NASA
Sokoto,2024,"Cassava, fresh",1403.83,26.96,21.08,33.83,53.46,20.92,45.2,28.6,26.3,5.98,82.8,3.4,286554.49,6732.81,Nigeria_Synthesized_FAO_NASA
Taraba,2024,"Cassava, fresh",1137.38,27.76,22.3,34.06,57.28,19.35,54.8,31.8,27.3,6.19,48.8,5.56,244798.72,4987.24,Nigeria_Synthesized_FAO_NASA
Yobe,2024,"Cassava, fresh",931.33,27.61,21.32,34.81,45.09,21.08,46.0,29.9,23.3,6.09,99.0,5.09,349674.82,4417.43,Nigeria_Synthesized_FAO_NASA
Zamfara,2024,"Cassava, fresh",714.1,26.35,20.36,33.59,49.36,20.63,49.6,31.7,27.0,6.48,103.0,4.05,271449.99,3929.02,Nigeria_Synthesized_FAO_NASA
Abia,2019,Cocoa beans,2019.69,25.82,22.82,29.42,86.11,16.27,47.5,32.0,22.7,6.45,76.9,6.14,23038.29,364.65,Nigeria_Synthesized_FAO_NASA
Adamawa,2019,Cocoa beans,960.01,27.76,22.27,33.74,56.41,20.28,51.4,30.7,22.8,6.21,52.0,6.79,29608.48,226.32,Nigeria_Synthesized_FAO_NASA
Akwa Ibom,2019,Cocoa beans,2231.91,26.29,23.81,29.49,86.47,16.27,45.4,27.5,26.1,5.93,45.7,2.08,26522.53,359.88,Nigeria_Synthesized_FAO_NASA
Anambra,2019,Cocoa beans,2330.26,25.85,22.81,29.34,85.38,17.04,48.5,28.8,24.2,6.37,92.9,3.2,27345.12,380.21,Nigeria_Synthesized_FAO_NASA
Bauchi,2019,Cocoa beans,867.4,26.58,20.84,33.37,51.51,20.5,51.6,31.6,23.8,5.9,46.6,8.29,18167.07,190.98,Nigeria_Synthesized_FAO_NASA
Bayelsa,2019,Cocoa beans,3319.11,26.16,23.71,29.38,87.88,15.0,51.2,29.3,23.5,5.97,89.2,7.04,27800.56,346.03,Nigeria_Synthesized_FAO_NASA
Benue,2019,Cocoa beans,1023.91,26.98,22.72,32.08,71.9,18.06,45.4,32.8,26.5,6.07,118.4,5.91,24369.51,246.27,Nigeria_Synthesized_FAO_NASA
Borno,2019,Cocoa beans,545.89,28.54,22.01,35.97,40.71,21.14,53.1,30.9,23.1,6.1,114.2,3.46,27496.83,190.97,Nigeria_Synthesized_FAO_NASA
Cross River,2019,Cocoa beans,2231.91,26.29,23.81,29.49,86.47,15.4,49.4,30.7,27.2,6.04,49.7,3.28,22958.93,351.83,Nigeria_Synthesized_FAO_NASA
Delta,2019,Cocoa beans,2330.26,25.85,22.81,29.34,85.38,16.34,47.9,31.9,26.8,6.41,113.5,3.64,26028.28,376.26,Nigeria_Synthesized_FAO_NASA
Ebonyi,2019,Cocoa beans,1142.89,26.36,22.7,30.77,79.82,17.53,53.4,31.4,26.4,6.3,54.2,5.54,23367.67,274.46,Nigeria_Synthesized_FAO_NASA
Edo,2019,Cocoa beans,2626.04,25.64,22.8,29.18,88.29,15.76,45.4,28.0,23.2,6.34,105.4,3.39,30215.51,379.31,Nigeria_Synthesized_FAO_NASA
Ekiti,2019,Cocoa beans,2325.44,24.63,21.43,28.64,85.23,16.92,52.3,30.3,25.5,6.21,63.8,5.67,28827.05,341.22,Nigeria_Synthesized_FAO_NASA
Enugu,2019,Cocoa beans,1601.35,25.72,22.28,29.72,82.47,17.04,51.4,31.6,23.3,6.18,40.7,3.6,29295.5,363.56,Nigeria_Synthesized_FAO_NASA
FCT Abuja,2019,Cocoa beans,1302.2,26.23,21.5,31.88,67.06,18.58,46.0,29.4,26.5,6.02,84.4,6.76,30997.04,310.11,Nigeria_Synthesized_FAO_NASA
Gombe,2019,Cocoa beans,1233.79,26.8,21.28,33.1,55.76,20.71,48.6,31.7,25.3,5.89,100.9,2.23,19454.2,293.86,Nigeria_Synthesized_FAO_NASA
Imo,2019,Cocoa beans,2559.56,26.01,23.05,29.59,86.4,16.27,54.6,29.2,24.1,5.98,64.4,7.7,19661.79,370.09,Nigeria_Synthesized_FAO_NASA
Jigawa,2019,Cocoa beans,485.81,27.58,20.91,35.54,41.33,20.87,49.5,31.3,26.9,6.26,71.3,4.68,22043.2,209.59,Nigeria_Synthesized_FAO_NASA
Kaduna,2019,Cocoa beans,1623.16,24.48,19.33,30.82,63.85,19.89,51.2,29.1,26.5,5.95,87.1,5.13,16800.26,349.86,Nigeria_Synthesized_FAO_NASA
Kano,2019,Cocoa beans,517.4,27.07,20.35,35.28,43.11,21.48,50.8,30.4,25.3,6.26,94.1,7.23,17685.38,201.69,Nigeria_Synthesized_FAO_NASA
Katsina,2019,Cocoa beans,702.35,26.88,20.7,33.83,42.66,21.26,50.0,27.5,22.8,6.1,102.8,6.6,28602.26,189.65,Nigeria_Synthesized_FAO_NASA
Kebbi,2019,Cocoa beans,975.0,27.47,21.57,34.45,51.71,21.15,49.4,27.9,24.1,6.16,47.1,3.43,24182.35,236.58,Nigeria_Synthesized_FAO_NASA
Kogi,2019,Cocoa beans,1251.26,27.25,22.95,32.23,71.52,17.31,55.0,32.6,25.7,6.15,90.9,7.11,27318.62,296.74,Nigeria_Synthesized_FAO_NASA
Kwara,2019,Cocoa beans,1645.89,25.35,21.41,30.21,78.48,18.09,53.4,29.3,25.4,6.25,54.8,4.35,22640.53,327.52,Nigeria_Synthesized_FAO_NASA
Lagos,2019,Cocoa beans,1952.69,26.78,25.09,28.91,85.85,16.26,45.2,32.0,23.9,6.21,63.9,8.11,17130.25,354.91,Nigeria_Synthesized_FAO_NASA
Nasarawa,2019,Cocoa beans,938.12,27.98,23.38,33.58,62.16,18.38,53.7,32.1,23.4,6.39,76.7,5.14,22924.18,205.95,Nigeria_Synthesized_FAO_NASA
Niger,2019,Cocoa beans,1226.48,26.93,22.01,32.45,68.58,18.47,52.3,30.0,24.7,6.34,101.2,3.03,17911.53,271.04,Nigeria_Synthesized_FAO_NASA
Ogun,2019,Cocoa beans,1932.32,26.05,23.09,29.76,86.83,16.7,52.5,30.9,27.3,5.93,44.6,3.83,18697.81,362.82,Nigeria_Synthesized_FAO_NASA
Ondo,2019,Cocoa beans,2325.44,24.63,21.43,28.64,85.23,16.92,54.1,28.5,23.9,6.36,76.0,7.05,20300.81,327.9,Nigeria_Synthesized_FAO_NASA
Osun,2019,Cocoa beans,2184.61,24.92,21.46,29.14,83.53,16.53,45.3,27.4,27.0,5.98,82.6,4.67,23755.87,320.16,Nigeria_Synthesized_FAO_NASA
Oyo,2019,Cocoa beans,2257.17,25.43,22.21,29.34,86.49,16.7,45.2,31.0,27.3,6.24,114.9,2.34,29676.2,341.16,Nigeria_Synthesized_FAO_NASA
Plateau,2019,Cocoa beans,1166.1,23.54,18.25,30.23,58.25,18.6,52.3,32.9,23.8,6.3,55.8,5.67,20490.07,242.66,Nigeria_Synthesized_FAO_NASA
Rivers,2019,Cocoa beans,3286.85,26.06,23.24,29.71,87.68,15.01,51.1,29.1,23.1,5.98,58.0,3.63,30712.64,354.58,Nigeria_Synthesized_FAO_NASA
Sokoto,2019,Cocoa beans,1088.13,27.34,21.33,34.05,48.97,21.64,50.2,27.7,26.8,6.34,45.4,6.6,24813.55,267.59,Nigeria_Synthesized_FAO_NASA
Taraba,2019,Cocoa beans,982.97,27.29,22.23,33.11,61.02,19.1,49.6,29.9,23.3,6.48,108.0,6.35,17927.67,230.83,Nigeria_Synthesized_FAO_NASA
Yobe,2019,Cocoa beans,776.03,27.41,21.34,34.46,46.98,21.13,51.5,30.3,22.8,6.21,104.5,4.99,22667.25,194.0,Nigeria_Synthesized_FAO_NASA
Zamfara,2019,Cocoa beans,738.05,26.25,20.33,33.26,49.44,21.28,47.0,28.6,23.3,6.09,100.5,5.38,28045.48,179.32,Nigeria_Synthesized_FAO_NASA
Abia,2020,Cocoa beans,2029.78,25.76,22.57,29.63,85.2,16.76,53.8,32.2,23.7,6.17,118.8,7.02,39402.47,358.83,Nigeria_Synthesized_FAO_NASA
Adamawa,2020,Cocoa beans,982.6,27.15,21.49,33.42,57.83,20.76,49.6,32.5,25.2,6.2,48.4,6.27,23741.18,226.72,Nigeria_Synthesized_FAO_NASA
Akwa Ibom,2020,Cocoa beans,2982.8,26.24,23.63,29.59,86.16,16.76,52.8,32.8,23.5,6.21,63.0,7.15,29816.16,401.95,Nigeria_Synthesized_FAO_NASA
Anambra,2020,Cocoa beans,2228.5,25.76,22.46,29.53,84.05,17.58,53.0,29.4,27.1,6.22,52.6,6.52,34714.49,381.29,Nigeria_Synthesized_FAO_NASA
Bauchi,2020,Cocoa beans,2013.76,24.95,19.31,31.5,59.51,20.92,53.6,32.4,23.9,6.5,51.3,3.31,28589.3,384.34,Nigeria_Synthesized_FAO_NASA
Bayelsa,2020,Cocoa beans,3495.17,26.08,23.46,29.46,87.47,15.56,51.5,27.9,24.7,6.27,46.7,7.74,39713.91,361.16,Nigeria_Synthesized_FAO_NASA
Benue,2020,Cocoa beans,1209.6,26.41,22.11,31.55,72.34,18.7,54.7,29.5,27.4,6.3,90.8,3.08,32221.1,312.41,Nigeria_Synthesized_FAO_NASA
Borno,2020,Cocoa beans,545.45,28.06,21.39,35.6,42.48,21.41,46.6,27.1,25.3,6.22,97.5,7.79,30723.31,216.39,Nigeria_Synthesized_FAO_NASA
Cross River,2020,Cocoa beans,2982.8,26.24,23.63,29.59,86.16,15.31,46.9,32.1,26.6,6.23,96.8,4.04,36582.26,356.53,Nigeria_Synthesized_FAO_NASA
Delta,2020,Cocoa beans,2228.5,25.76,22.46,29.53,84.05,16.94,49.6,29.1,25.0,6.4,66.8,3.13,38319.49,374.88,Nigeria_Synthesized_FAO_NASA
Ebonyi,2020,Cocoa beans,1251.59,26.36,22.44,31.15,77.86,18.1,46.0,28.4,23.2,6.11,76.0,6.87,38403.16,318.25,Nigeria_Synthesized_FAO_NASA
Edo,2020,Cocoa beans,2111.49,25.46,22.36,29.3,87.0,16.43,48.5,32.0,24.9,6.5,90.7,2.82,34451.35,382.12,Nigeria_Synthesized_FAO_NASA
Ekiti,2020,Cocoa beans,1688.06,24.44,20.97,28.85,83.66,17.35,51.9,27.4,23.4,6.42,58.2,7.44,28750.08,371.31,Nigeria_Synthesized_FAO_NASA
Enugu,2020,Cocoa beans,1630.95,25.64,21.91,30.0,80.61,17.58,51.9,30.1,24.0,6.02,42.7,3.98,34874.44,361.96,Nigeria_Synthesized_FAO_NASA
FCT Abuja,2020,Cocoa beans,1389.91,25.33,20.59,31.05,70.06,19.24,53.7,31.6,26.4,6.3,60.8,7.9,40567.97,339.17,Nigeria_Synthesized_FAO_NASA
Gombe,2020,Cocoa beans,1610.11,25.46,19.91,31.96,61.65,21.05,46.1,29.7,24.8,6.43,83.7,4.47,33285.6,383.29,Nigeria_Synthesized_FAO_NASA
Imo,2020,Cocoa beans,2537.08,25.96,22.78,29.79,85.46,16.76,49.2,27.3,26.2,6.46,62.4,7.58,24618.39,407.88,Nigeria_Synthesized_FAO_NASA
Jigawa,2020,Cocoa beans,1348.11,26.04,19.53,33.9,50.64,21.0,52.5,31.8,22.6,6.49,98.1,3.98,40037.31,317.39,Nigeria_Synthesized_FAO_NASA
Kaduna,2020,Cocoa beans,3398.52,23.14,18.43,29.08,70.9,20.28,53.7,27.7,26.0,6.23,47.7,3.57,27910.13,364.1,Nigeria_Synthesized_FAO_NASA
Kano,2020,Cocoa beans,1291.71,25.59,19.15,33.6,52.35,21.5,48.0,30.6,24.0,6.08,99.5,2.31,31518.84,286.0,Nigeria_Synthesized_FAO_NASA
Katsina,2020,Cocoa beans,1539.75,25.3,19.52,31.74,53.57,21.05,51.7,30.6,27.0,6.0,46.3,3.56,38909.75,390.02,Nigeria_Synthesized_FAO_NASA
Kebbi,2020,Cocoa beans,1131.67,26.83,21.14,33.82,56.95,20.69,50.8,33.0,26.8,6.21,45.1,7.4,23152.71,295.63,Nigeria_Synthesized_FAO_NASA
Kogi,2020,Cocoa beans,1391.1,26.62,22.18,31.74,72.68,17.84,45.9,32.5,25.8,6.4,110.3,5.72,24699.57,350.3,Nigeria_Synthesized_FAO_NASA
Kwara,2020,Cocoa beans,1204.71,25.26,20.98,30.59,76.31,18.29,48.2,29.6,26.4,6.26,111.4,4.88,30779.92,287.11,Nigeria_Synthesized_FAO_NASA
Lagos,2020,Cocoa beans,1510.91,26.41,24.55,28.78,85.34,16.91,50.9,31.2,23.7,6.21,48.3,4.5,34651.38,378.53,Nigeria_Synthesized_FAO_NASA
Nasarawa,2020,Cocoa beans,1078.68,27.24,22.6,32.97,63.62,19.25,54.5,30.6,26.2,6.2,90.7,2.46,35054.49,268.0,Nigeria_Synthesized_FAO_NASA
